id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
313,0.7784518351,0.4983954335,-1,?,1,?,3,?,2,3,0,49,58,0
314,0.5118003104,?,-1,81.237052769,3,1,4,2,3,3,1,28,23,1
315,0.5158640642,0.6028993622,0,?,2,1,3,5,1,2,1,64,18,?
316,0.769457546,0.466335611,1,72.6243045996,2,1,3,3,2,3,1,66,40,1
317,0.431473887,0.2373486655,1,68.9596335325,2,0,1,2,0,1,?,46,49,?
318,0.6609600896,0.1757334168,1,78.9284289346,0,3,2,2,2,2,1,56,47,0
319,0.7101810707,0.54690907,0,65.3575353052,0,4,4,5,2,1,0,59,16,1
320,0.7091394432,0.4156416548,-1,69.7315534963,3,2,3,4,3,2,1,51,86,1
321,0.0999259455,0.2436383346,1,65.5936856715,4,0,?,3,1,4,0,42,?,1
322,-0.0205267396,0.3654992977,1,62.3649086284,3,3,2,2,3,2,1,60,22,1
323,0.603460566,0.5881079368,1,64.5777684895,1,2,4,5,2,2,0,22,54,0
324,0.3788855637,0.538454302,1,80.1621396743,0,3,3,4,3,1,0,39,?,0
325,0.7976130146,0.7433862755,0,71.7495403878,1,1,2,4,3,2,0,44,22,1
326,0.1894124012,0.8228332758,0,69.8330129513,2,2,2,3,2,3,0,13,38,1
327,0.5104255338,0.5180791816,1,64.0631361353,2,3,4,4,2,4,1,48,89,0
328,0.5387245518,0.3639395852,0,77.1846176007,2,1,4,3,2,2,0,65,47,1
329,0.8107840764,0.1400748789,1,66.9867887645,2,3,4,1,3,3,1,?,57,0
330,0.5197374173,0.3361909159,-1,78.662375856,2,0,3,?,2,5,1,69,53,1
331,0.6362852929,0.7746302291,1,74.0094660942,2,1,5,4,3,2,1,76,56,1
332,0.4154646922,0.5413648223,1,74.2349465756,1,2,1,2,2,4,0,42,43,0
333,0.2014450106,0.4929323812,1,65.976975479,1,0,5,4,2,2,1,25,68,1
334,0.512694905,0.9670062758,?,54.1584047792,0,1,4,3,1,4,0,50,54,0
335,0.2002777029,0.3382585095,-1,65.8935155091,1,1,5,3,3,?,0,46,61,1
336,0.2140051097,0.8161868954,?,54.0595897699,2,1,4,1,1,3,1,54,33,1
337,0.5155202312,0.6676572574,-1,63.3232242539,2,1,5,3,1,2,0,?,24,1
338,0.5441603583,0.3923073655,1,69.5970702733,2,2,2,?,4,2,0,25,63,1
339,0.6036883349,0.5976547923,-1,69.653220308,2,1,5,1,3,2,0,14,57,1
340,0.5231276656,0.4748289182,1,67.3666961719,2,?,2,1,2,4,1,43,63,1
341,0.2808530334,0.5147171083,-1,70.6137398418,2,?,2,1,4,2,1,?,60,1
342,?,0.1189268637,1,70.4103158815,?,1,2,3,2,3,0,59,52,0
343,0.6894989738,0.6810950982,-1,51.6818332799,0,2,3,5,3,2,1,?,45,0
344,0.8323244771,0.313607155,1,71.2584233195,1,2,1,1,2,3,0,32,?,0
345,0.8399579033,0.3978861116,0,55.5126120644,0,?,5,?,2,?,0,66,10,1
346,0.2859846712,0.2570076326,-1,64.3316725907,1,3,2,4,3,3,1,46,46,0
347,?,0.4929412224,0,55.6749316884,3,-1,2,5,?,2,1,89,46,1
348,0.3843348355,0.3961356483,-1,69.1511413378,2,1,5,1,3,2,0,53,73,?
349,0.1654130105,0.5018431216,1,61.0124431859,?,3,3,5,3,4,0,72,24,1
350,0.8323512954,0.5384223204,0,67.32569324,1,2,3,3,3,4,0,54,58,0
351,0.49157367,0.4884028627,-1,66.8247973465,3,?,5,1,4,3,1,74,66,1
352,0.5546156199,0.4382695287,0,65.3085461038,-2,0,1,2,2,3,?,37,65,0
353,0.7939369369,0.7155865885,0,59.8641705764,2,?,4,2,3,3,0,19,81,1
354,0.40114643,?,1,?,1,1,4,4,3,2,0,68,42,1
355,0.5048768632,0.5463429548,-1,74.8107032667,1,2,3,3,2,1,0,47,56,0
356,0.7174360032,0.5765800195,0,63.8768684767,1,1,2,5,2,2,0,54,38,1
357,0.6208137682,0.5689772882,1,61.1790786019,2,2,?,5,?,2,0,63,35,1
358,0.6792470121,0.3645015608,-1,71.0977235477,2,1,5,2,2,4,1,61,52,1
359,0.755784665,0.6301923601,0,73.370082027,2,2,3,4,0,4,0,38,54,1
360,0.3683891049,0.4040707186,0,68.663939304,1,1,1,5,2,4,0,61,28,1
361,0.8990980727,0.7064755686,1,61.4918845262,1,-1,4,2,3,3,?,47,39,1
362,0.8234355796,0.5213446477,0,60.9720792588,0,1,2,1,3,1,1,32,37,0
363,0.6451024044,0.8012552898,1,63.9762094216,0,0,4,2,3,2,0,43,26,1
364,0.4411640216,0.7901992841,1,61.1879759569,1,2,5,3,0,1,1,94,22,1
365,0.6413674006,0.3360858229,-1,?,1,3,1,2,4,5,1,36,31,0
366,0.4922138852,0.6275251901,0,51.6285992015,1,1,1,4,3,3,1,55,46,1
367,0.5385250811,0.3002687482,-1,53.0231525211,1,2,2,2,3,3,0,46,78,0
368,0.8839520683,0.158128536,1,55.3524626453,1,2,1,1,4,4,0,52,67,0
369,0.1166356984,0.6724988412,-1,60.3026927176,3,2,5,2,1,2,1,42,45,1
370,0.5214809656,0.3514390275,-1,69.0972465368,4,2,5,4,6,2,0,54,41,1
371,0.6249341421,0.3081805351,1,50.5093210187,2,1,2,2,2,2,1,13,48,0
372,0.5026170553,0.521103701,-1,68.9523214424,1,1,3,1,3,3,1,39,30,1
373,0.2189590758,0.5713460358,?,69.822436998,1,2,5,2,2,3,0,42,89,0
374,0.3964240586,0.7405377815,-1,57.7846442806,?,?,5,2,2,1,0,31,73,?
375,0.7912483268,0.4744274961,?,63.631208085,1,3,1,2,2,2,1,18,?,0
376,0.7746145308,0.3523477367,1,58.0199874961,2,1,2,2,2,3,1,35,76,0
377,0.6278348136,0.4976256404,0,72.9264407703,1,1,1,4,3,2,1,24,71,1
378,0.6784212702,0.876176974,1,57.6547253586,1,1,5,1,4,?,0,16,13,1
379,0.7660661614,0.3983731542,0,60.3492418979,2,2,1,2,2,3,1,48,61,1
380,0.4576985023,-0.0789519568,0,58.496269856,3,1,2,5,4,0,0,29,50,1
381,0.5923206143,0.5164253436,1,76.6577625759,1,2,5,5,1,1,1,32,?,0
382,0.4566683975,0.623034479,0,69.4677648009,2,1,5,1,3,1,0,?,55,1
383,0.9538759033,0.5412557168,-1,65.4158321619,2,2,4,1,?,2,0,55,75,?
384,0.5497024658,0.8045321331,1,53.3657593574,2,2,4,4,3,3,?,40,75,1
385,0.3314246113,0.1824701028,0,?,3,1,2,2,3,3,0,20,72,0
386,0.7277371564,0.2042129367,1,67.9582348432,3,2,4,1,?,2,1,53,73,0
387,0.2437731525,0.8872889977,1,75.3549130885,3,1,3,3,2,2,0,31,30,1
388,0.2488898139,0.6721411484,-1,61.8589962783,2,1,2,1,1,3,1,21,?,1
389,0.1384582265,?,-1,68.4695827743,2,3,4,4,2,1,1,48,31,1
390,0.1435446446,0.5993604174,1,50.8553909254,0,0,1,2,1,2,1,45,22,1
391,0.6134796251,0.5241664518,-1,65.7173409701,2,2,4,?,3,1,1,55,48,1
392,0.485911018,0.2992739353,-1,59.1516949075,2,2,3,1,4,3,0,51,69,1
393,0.5156991492,0.5939170607,1,45.4579956317,1,2,?,1,?,2,0,77,42,0
394,0.8272234817,0.2502741495,0,66.9074787904,3,0,3,4,1,2,1,38,58,0
395,0.5812947199,0.6243695196,0,50.0507789189,1,2,3,1,2,1,0,9,79,0
396,0.5028312065,0.4759040286,-1,76.0001106438,2,2,1,5,3,2,0,55,60,1
397,0.3935237041,0.3645042967,-1,69.2282316874,2,?,3,4,4,2,1,57,58,1
398,0.6307152683,0.4722688264,0,66.8081560729,0,1,2,5,2,2,0,59,53,0
399,0.5515263844,0.3632789864,-1,77.5962596995,?,3,5,3,2,3,1,36,28,0
400,0.4640682801,0.2981601786,0,71.532306159,2,1,3,2,3,3,1,?,60,1
401,0.8009576413,0.7901929868,1,72.997278733,0,?,4,5,2,2,1,56,36,0
402,?,0.138805246,-1,71.8363244258,2,2,1,4,1,2,0,66,54,0
403,0.3301840709,0.6817302826,1,63.6287066861,1,3,5,2,3,3,0,45,86,0
404,0.7557236767,0.6505550451,-1,?,2,2,1,4,4,0,0,41,41,1
405,0.4262590251,0.6024928331,-1,73.743143136,1,2,4,2,2,3,?,54,73,0
406,0.2827770161,-0.0202775154,1,69.2634696528,1,1,4,1,2,2,?,47,52,1
407,0.1319614314,0.2094100828,0,75.8762430561,2,-1,4,1,3,4,0,35,40,1
408,0.4243621442,0.4947890971,1,65.4157638665,0,2,2,4,1,4,0,33,43,0
409,0.4078971499,0.5165131521,0,64.5609310314,1,3,5,1,3,3,1,57,44,?
410,0.6953150999,0.4304987477,0,59.0567364397,1,2,2,3,1,2,0,55,40,?
411,0.6929826466,0.4115652403,-1,?,2,2,?,2,1,2,1,74,54,1
412,0.2972445071,0.6613692338,1,59.5221319744,2,1,4,5,1,3,1,80,58,1
413,0.4650930376,0.648168885,-1,65.9492737386,1,?,4,3,2,?,1,41,66,1
414,0.465977697,0.5924010989,0,67.9666126154,2,1,1,5,3,3,0,25,29,1
415,0.8215605061,0.4613904682,?,60.6044663154,3,3,4,4,1,3,1,73,41,1
416,0.4389575946,?,-1,59.255256487,2,0,4,1,4,2,1,64,59,1
417,0.5358426623,0.3999675947,0,66.0960626526,1,2,4,4,2,?,1,44,46,0
418,0.3601013713,0.6622781825,-1,59.9108222459,?,1,3,2,?,3,0,31,26,1
419,0.3865856075,0.5839021375,0,62.9755630999,0,2,1,5,?,2,1,93,27,1
420,0.4057455832,0.0781714664,-1,72.1898439255,3,1,5,5,3,4,1,58,16,1
421,0.6464889526,0.4384490936,-1,69.8654409752,2,1,3,2,3,4,1,7,76,1
422,0.9106450019,0.6313902962,-1,67.5395799545,0,1,?,3,-1,4,1,26,58,0
423,0.498107956,0.5939602431,-1,73.0745890118,3,2,2,3,2,3,0,46,28,1
424,0.613210687,0.5164537049,-1,61.5459950828,2,3,4,1,1,4,0,71,64,0
425,0.6242537098,0.3073032974,0,?,?,1,3,4,2,4,0,14,40,0
426,0.5155708807,0.6482490019,1,61.6438010172,?,0,4,1,2,?,0,39,50,1
427,0.5265750401,0.5695011891,1,59.8067771541,3,1,2,1,2,4,?,27,76,1
428,0.3700354145,0.7245688622,0,56.753757483,-1,2,1,3,2,2,1,23,56,0
429,0.6691026755,0.3694109928,1,72.2521000939,0,0,2,1,1,3,0,46,70,0
430,?,0.5430813689,0,53.6074198924,2,1,5,1,3,1,0,51,59,1
431,0.6832328036,0.7492587281,0,61.1855552371,1,2,2,2,4,1,0,14,73,0
432,0.6051663349,0.5291745047,0,59.0909582864,?,1,1,3,4,1,0,84,65,1
433,0.514714516,0.6350846026,-1,64.0622004303,0,-1,3,2,2,2,1,53,36,1
434,0.5190298614,0.3430589164,0,71.5535334685,2,2,3,4,3,1,0,69,90,1
435,0.4028413754,0.7646424138,1,69.4975780488,1,0,3,3,3,2,0,30,25,1
436,0.7908778728,0.5863793197,1,62.6801194488,3,2,5,5,0,?,1,48,85,1
437,0.7843020942,0.339049912,0,55.5950586147,0,3,3,1,3,?,0,45,61,?
438,0.1860132568,0.3087468875,0,73.5195653021,2,3,2,4,4,3,0,11,62,0
439,0.2246969275,0.6882644946,1,63.9690894647,2,2,2,2,2,2,1,37,43,1
440,0.5494052861,?,-1,51.9289983548,1,3,5,1,2,3,1,53,42,0
441,0.9142388142,0.1139830814,0,64.7045396279,-1,1,3,2,1,2,0,87,27,0
442,0.491588182,0.2269986599,-1,71.3353682055,1,3,4,5,1,3,?,27,45,0
443,0.6056586038,0.2232001582,0,69.9734774983,1,3,5,5,4,5,1,75,75,?
444,0.4521961197,0.469108605,-1,59.8556075051,2,1,5,4,3,0,1,80,78,1
445,0.5798721675,0.3921717448,-1,79.2890786928,0,3,?,2,3,2,1,36,51,0
446,0.6395393856,0.3943493952,-1,65.9919031827,2,0,?,3,3,2,?,49,48,1
447,0.6047922485,0.5638240936,1,71.3440738938,3,2,2,2,4,1,1,33,85,1
448,0.1119498247,0.4403349815,-1,52.78441607,2,2,5,?,2,4,0,27,25,1
449,0.2433415468,0.4525373431,1,64.0240781394,-1,2,4,5,3,2,0,33,27,0
450,0.7381373082,0.3162475236,-1,69.2067418705,1,1,3,4,1,3,1,85,?,1
451,0.1678668381,0.4078117149,?,60.7323982073,1,2,2,4,2,2,1,6,52,0
452,0.4806092547,0.3447734991,0,58.1416797057,2,2,4,2,2,4,0,61,20,1
453,0.5171138273,1.0649709806,-1,78.8270064375,?,2,4,4,?,3,0,39,61,1
454,0.4714072339,0.4805080304,1,60.8054474971,1,1,2,3,2,2,0,39,33,1
455,0.4754149305,0.5639339444,-1,56.2359897486,?,2,5,3,3,2,1,44,52,?
456,0.3601308807,0.3406747522,0,71.0334360535,1,1,4,2,3,4,?,52,39,1
457,0.3082173206,0.6652767088,0,53.572040828,1,1,4,4,4,2,0,62,-13,1
458,0.4057114953,0.2935230888,1,66.0857288884,2,1,5,1,1,2,1,70,85,1
459,0.5088717026,0.5443770058,1,56.0142185355,2,2,5,5,2,3,0,53,40,1
460,0.7416954964,0.6645558424,1,55.7424617674,1,3,5,3,1,1,0,19,38,0
461,0.7538711999,0.8744346319,?,69.0817220203,1,2,2,3,3,3,0,64,53,0
462,0.3912988018,0.4846357737,-1,49.8935222573,1,1,4,1,3,3,0,56,62,1
463,0.2026306351,0.4438408384,-1,63.7736208433,2,1,2,5,3,2,0,38,92,?
464,0.4614524793,0.4115265399,1,66.4677262342,2,1,3,4,1,3,0,80,56,1
465,0.3989930002,?,0,66.046134778,2,1,5,4,2,2,0,81,66,1
466,0.7265363107,0.4445418932,0,69.1316745622,1,0,5,4,2,3,0,48,51,1
467,0.1447962805,0.3963312821,0,76.9457236171,1,2,4,4,3,2,1,18,44,0
468,0.5530455893,0.6060637748,-1,68.9896106796,2,3,5,?,3,4,0,57,48,0
469,0.6091047958,0.7205589785,0,62.8168371971,1,2,4,2,4,1,0,55,54,0
470,0.5676418892,0.5033239046,1,67.2841895591,?,2,2,5,2,3,1,9,34,0
471,0.4612964511,0.382480251,?,59.3671779177,?,1,1,5,1,2,0,37,30,1
472,0.0852643914,0.4336390243,-1,48.1796672054,0,2,1,1,2,2,0,50,65,0
473,0.2307204651,0.3612343891,-1,65.8275654994,2,2,3,5,4,4,1,75,59,1
474,0.668736641,0.9923666138,1,58.8844041268,1,1,?,4,3,2,1,39,67,1
475,0.394633497,?,-1,71.0895312931,1,2,5,2,3,2,1,40,88,0
476,0.5767693452,0.6336802549,0,60.062713623,0,1,4,5,4,4,1,36,34,0
477,0.5898617392,0.1639242413,1,63.4132711637,2,2,4,?,3,3,1,91,56,0
478,0.3291808072,0.3557089707,1,58.8954223455,2,2,1,4,1,?,1,19,87,1
479,0.4819743112,0.8306325146,1,57.8610822964,3,?,1,?,4,2,0,65,62,1
480,0.4532103153,0.5380233061,1,66.6231303294,1,1,4,1,3,2,1,77,74,1
481,0.3019408999,0.0650968855,1,68.2102668063,2,-1,1,1,3,3,0,54,68,0
482,0.4461394053,0.5374918794,-1,65.0644406353,2,0,3,1,2,3,0,30,53,1
483,0.7824366672,0.5010272058,1,63.157027116,1,1,5,2,?,2,0,27,46,?
484,0.3951832594,0.3646895503,-1,63.1301311088,3,0,1,5,?,3,0,44,?,1
485,0.9159187769,0.3850256139,1,69.1043469288,?,2,5,1,2,2,0,53,43,0
486,0.5550150326,1.10533683,0,64.1391320833,1,1,5,1,3,3,1,57,43,1
487,0.7899248765,0.3324439353,-1,53.5404149656,2,2,2,3,3,2,1,23,70,0
488,0.4101025921,0.3724249804,1,62.6089444364,3,1,5,4,3,4,0,28,33,1
489,0.1959121511,0.7051196725,-1,66.966182417,1,1,5,3,4,2,0,74,51,1
490,0.493846104,0.5322144683,-1,61.2741855311,2,2,1,3,3,3,1,32,80,1
491,0.2596191903,0.3337703639,1,74.9022667309,?,0,4,2,3,2,1,89,26,1
492,0.4288391566,?,0,66.675253599,0,3,4,4,4,0,1,75,85,0
493,0.4267770489,0.9024003731,0,55.5128421748,1,0,1,3,4,2,0,58,54,1
494,0.4712111452,0.6253695135,1,61.6464915355,0,1,3,5,?,2,1,58,33,1
495,0.6318825009,0.397005369,1,71.4792042909,?,0,3,3,2,5,1,52,44,1
496,0.353841559,0.4685826621,1,72.5937837908,1,2,1,2,3,2,0,34,40,0
497,?,0.6738618498,0,64.9716623341,2,3,2,?,?,2,0,48,53,0
498,0.5518604951,0.6615109353,0,71.2719860917,4,2,1,3,1,3,1,45,67,1
499,0.2998770932,0.2385198865,0,73.3514640884,1,4,5,5,2,3,0,58,56,?
