id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
8299,0.3443950956,0.5534602948,?,65.6082821102,0,2,5,2,1,1,1,43,-2,1
8300,0.399212902,0.546012536,-1,73.9538619952,?,2,?,2,3,4,0,52,33,0
8301,0.4655276334,0.3770357874,1,70.8178700797,1,1,1,1,4,3,0,31,66,1
8302,0.125464399,0.2430226887,?,?,2,0,5,5,2,1,0,54,28,1
8303,0.3339042361,0.7585489428,1,55.5857391374,1,2,3,3,3,0,1,50,59,0
8304,0.1827553638,0.657758011,?,59.0178005416,1,2,3,5,2,3,0,83,91,0
8305,0.586725748,0.5737053456,?,69.7971219541,3,1,4,3,2,1,0,47,?,1
8306,0.9617288528,0.8389733989,1,66.9875822039,3,?,3,4,2,3,1,32,37,1
8307,0.1308723111,0.4336979958,1,59.9742471257,2,2,5,2,?,?,1,49,35,1
8308,-0.1322425325,0.4335330715,1,57.4368428965,1,1,2,5,1,2,1,29,52,1
8309,0.4082105721,0.7375088658,0,60.9673511761,2,3,3,2,?,2,0,43,59,0
8310,0.2434970652,0.6086982417,1,54.7990561558,2,1,1,5,2,3,1,69,63,1
8311,0.4236118842,0.2114730302,0,57.8300484979,0,1,2,4,1,3,0,66,52,0
8312,0.3698001984,0.1715876718,0,65.1745509885,?,?,2,2,0,2,1,84,29,0
8313,0.5416583756,0.6533664013,?,50.4674693225,1,0,1,3,4,1,0,51,50,1
8314,0.0969167966,0.2697125367,1,77.6698869602,?,1,4,1,5,3,0,30,62,1
8315,0.4573209397,0.4055419735,0,62.8357393442,3,2,1,1,3,2,0,46,64,1
8316,0.9027346129,0.6354818998,1,68.5703405525,0,?,5,5,2,2,1,52,67,1
8317,0.5833101886,0.467620463,0,67.8842213284,1,0,2,3,1,2,0,6,33,1
8318,0.5969309853,0.59770152,0,63.1935772495,2,2,2,3,1,1,1,41,36,?
8319,0.8173892765,0.2546162084,-1,73.4874405456,2,2,5,3,2,4,0,?,?,0
8320,0.8855925929,?,-1,72.5838670348,1,1,5,4,1,1,1,38,48,1
8321,0.5128958451,0.5767513441,0,57.4448675209,2,3,1,3,3,3,1,38,61,0
8322,0.5954011899,0.0318981442,0,71.7783815249,2,2,2,5,1,2,1,25,73,0
8323,0.6179164317,0.5376190176,1,81.5488619365,0,1,2,1,1,3,1,24,60,0
8324,0.4376879805,0.6592000738,0,69.8787309674,1,0,4,5,3,3,1,20,?,1
8325,0.4760620613,0.7444451889,-1,71.4703630179,2,2,4,1,3,1,1,73,68,1
8326,0.8799295171,0.8605277909,1,53.2682514472,2,1,2,1,1,3,1,43,35,1
8327,0.2935586593,0.8189696426,-1,?,4,1,5,4,3,2,1,61,66,1
8328,0.3622392508,0.5871413443,-1,80.2138253023,2,2,1,4,3,3,1,47,25,1
8329,0.3052635622,0.7060729211,1,73.9695729085,2,1,?,5,2,4,0,62,30,1
8330,0.4949154348,0.3948236574,1,73.298242284,2,1,3,2,3,3,0,?,45,1
8331,0.8579384711,0.3559915316,-1,78.201170056,2,0,5,1,2,4,0,36,64,0
8332,0.3731259118,0.6000360116,1,62.4414377202,2,1,5,?,3,2,0,48,37,1
8333,0.4744339452,0.491185853,1,?,1,2,3,2,3,?,1,61,34,0
8334,0.1612278418,0.5797498016,-1,63.1529209124,0,1,5,5,3,3,0,33,55,0
8335,0.4460858349,?,-1,55.6207095736,0,3,3,1,2,3,0,94,23,1
8336,0.9755154327,0.2005430068,0,62.0716813209,1,3,5,2,1,3,1,84,0,?
8337,0.5537687142,0.2533303805,0,63.5234627856,1,0,5,4,3,2,0,29,41,0
8338,0.6189123463,0.4244936969,1,58.1182322138,0,2,1,1,2,-1,0,18,36,0
8339,0.3851632511,0.2035486229,0,62.4934502155,3,1,1,?,3,2,1,55,53,1
8340,0.6340872719,?,-1,72.1808927538,2,3,2,5,2,2,1,45,46,0
8341,0.329223292,0.8774120391,1,58.791024365,2,1,3,3,3,2,0,29,62,1
8342,0.2813441489,0.4092552582,-1,55.5043146792,1,1,1,2,3,3,1,70,24,?
8343,0.6454217411,0.1697728595,0,65.5323831973,2,3,5,4,3,3,1,40,33,0
8344,0.4717573185,0.7190786222,0,64.3592376928,0,1,2,4,2,2,0,42,63,0
8345,0.5531286382,0.5275361578,1,50.0481500868,?,2,5,4,2,1,1,58,38,0
8346,0.5596767684,0.3081153837,-1,61.50936781,0,0,3,5,1,3,1,?,53,1
8347,0.9360234705,0.9179193204,-1,62.3489910951,2,3,2,4,3,3,0,41,62,0
8348,0.532537474,0.4660829656,0,72.708531636,2,2,5,2,2,3,1,57,42,1
8349,0.5850470155,0.9208456211,0,77.0878466703,2,0,2,1,2,0,1,90,66,1
8350,0.5106601346,0.2151118638,1,72.8047337828,2,1,?,5,?,3,0,36,77,0
8351,0.6674362757,0.5415664942,1,55.6574707313,2,1,3,2,2,1,1,78,44,1
8352,0.5458703612,0.5183426923,-1,76.4539471647,3,2,4,5,2,1,1,41,33,1
8353,0.7724111397,0.8293914196,-1,61.3498365801,2,4,4,5,3,3,0,48,24,0
8354,0.4724453547,0.7007083323,1,66.7368737807,3,2,?,4,3,2,1,24,34,1
8355,0.3447212711,0.316107704,-1,69.0799733128,1,3,1,3,4,2,1,60,43,0
8356,0.3406485029,0.2220659156,-1,64.1378794898,1,2,4,2,4,2,0,13,43,0
8357,0.3666539445,0.4604446661,-1,59.3483771236,1,2,2,5,1,3,1,62,?,0
8358,0.764254927,0.3508667664,-1,67.5858910683,1,2,4,2,2,4,1,42,45,0
8359,0.4933882274,0.4203530069,1,70.8162006442,2,1,4,3,1,3,0,41,36,?
8360,0.5768680099,0.4356938804,0,55.2268821553,3,1,1,3,3,4,0,58,60,1
8361,0.6909291811,0.2182995854,1,59.8297139535,2,2,2,2,3,?,1,34,15,1
8362,0.5042688888,0.6270656585,0,59.8294913713,0,0,1,5,1,2,1,29,91,1
8363,0.5097438339,?,-1,58.3192697837,1,4,2,3,3,1,0,80,33,0
8364,0.6399035108,0.4375455649,-1,64.5341876567,-1,2,2,1,2,1,0,34,27,0
8365,0.4833057252,0.4464499752,-1,66.8766169654,2,3,2,1,4,4,0,70,75,0
8366,0.7590680993,0.5526193203,-1,66.2687950156,2,?,5,2,3,2,1,59,56,1
8367,0.5402123144,0.2991789406,0,71.1535736471,1,3,5,1,2,1,1,35,34,0
8368,0.6424398959,0.3533421879,0,70.4345360688,3,1,5,3,2,3,1,71,44,1
8369,0.4168484018,0.8362339169,-1,?,2,0,4,?,3,3,0,27,32,1
8370,0.5027586936,0.4057074019,1,48.8983762749,1,1,5,3,2,4,1,8,34,0
8371,0.3508598891,0.6413526127,1,60.4192979965,2,2,3,1,5,3,0,55,?,1
8372,-0.0650209075,0.5832081413,?,65.6992579072,2,1,4,1,3,2,1,82,24,1
8373,0.7354090451,0.8405986654,1,69.0220611435,3,3,5,3,3,3,0,?,59,1
8374,0.3149469086,0.6200157645,-1,65.473535442,2,-1,?,2,3,3,1,80,46,1
8375,0.3313648396,0.7750210535,1,71.4212260834,-1,1,3,3,1,2,0,38,77,0
8376,0.3814184603,0.7906029061,0,58.4729507066,3,2,2,3,3,4,0,42,50,?
8377,?,0.4519744298,-1,64.5728727945,2,1,2,3,2,1,0,43,1,1
8378,0.5235330956,0.5256312656,1,58.9185704267,2,2,4,2,2,2,0,17,93,1
8379,0.5412616942,0.7011209683,0,63.6863685499,2,1,?,4,1,4,1,85,82,1
8380,0.7165487146,0.6236882747,0,64.2489142336,2,2,3,5,5,0,?,96,51,1
8381,0.1492512376,0.4693436979,-1,48.6849697336,1,2,2,5,2,2,1,73,50,1
8382,0.5000499691,0.2100674015,-1,60.5705876307,1,2,3,2,4,3,?,-9,53,1
8383,0.7666223385,0.5064434099,0,69.7180950361,2,1,4,5,3,3,1,39,?,1
8384,0.6718624349,0.821258047,1,61.497468728,2,1,5,2,3,1,1,71,36,1
8385,0.2398746959,0.4341068542,-1,63.3611491604,1,1,3,2,2,0,1,27,30,1
8386,0.6174220666,0.603865197,-1,64.8519248919,1,3,1,4,2,3,1,64,65,0
8387,0.3363457529,0.6049436328,1,54.622423982,2,1,2,4,4,3,0,33,65,1
8388,0.3750541958,0.2649286338,-1,67.2757465318,2,1,2,4,2,3,1,28,26,1
8389,0.7493502486,0.6433974273,-1,71.5839035904,0,3,2,3,1,2,1,46,20,0
8390,0.0505606414,-0.003618335,0,51.5147464102,2,2,5,3,2,4,0,64,36,1
8391,0.3326379983,0.676904584,1,66.9297727183,2,1,3,4,2,4,0,74,72,1
8392,?,0.7008727801,0,?,3,3,2,2,3,3,0,35,61,1
8393,0.3008087413,0.4632105273,-1,59.5719245064,0,2,4,5,3,2,1,50,64,0
8394,0.227833467,0.5446868565,-1,61.4620046761,1,2,4,5,4,1,0,53,58,0
8395,0.7171361942,0.4960255337,1,74.500849841,2,3,?,5,4,2,1,65,76,0
8396,0.5571076986,0.4025919944,-1,70.7063201566,1,3,?,2,2,4,1,60,63,0
8397,0.8606562351,0.4011414494,1,67.5650728258,2,2,4,?,3,?,0,54,42,1
8398,0.3431951554,0.3375435499,1,58.2154392054,1,0,2,4,3,4,0,27,24,1
8399,0.4361122351,0.596908567,0,60.2819327685,3,1,3,?,2,2,0,47,48,1
8400,0.293602182,?,-1,56.3062277987,2,2,?,5,3,4,1,?,26,1
8401,0.6327885239,0.4976128106,-1,70.4666972501,0,2,2,3,3,1,1,?,82,0
8402,0.7275752705,0.4166649141,1,66.54763818,-1,1,3,3,4,1,1,24,48,0
8403,0.2913571681,0.648829515,?,45.348142345,2,2,5,1,0,3,1,44,37,1
8404,0.3765128253,?,-1,70.8822638835,0,1,4,5,1,4,1,25,80,0
8405,0.91377596,0.2698864655,0,68.8219636423,2,2,4,1,1,2,?,38,46,0
8406,0.5562102879,0.7001502418,-1,71.2070310961,2,1,1,2,2,3,0,61,37,1
8407,0.4873656397,0.5617850502,-1,63.3783519563,2,1,2,?,3,3,1,44,44,1
8408,0.4407911831,0.3503941292,-1,61.0821870574,1,2,?,3,1,4,1,62,50,0
8409,0.4491754693,0.1988052166,-1,61.9060469677,0,0,5,4,3,2,1,78,65,1
8410,0.5539435625,0.3238168579,1,68.2911574894,2,2,5,4,2,3,1,69,65,1
8411,0.1620682178,0.3868055406,-1,61.2994734325,3,1,1,5,2,2,0,56,33,?
8412,0.5138143135,0.450414915,-1,67.049961678,2,3,5,2,2,3,1,62,75,0
8413,0.2726077639,0.7228170107,-1,76.4546011798,2,1,5,1,3,4,0,48,60,1
8414,0.4234526125,0.4466339091,1,65.0360297741,2,3,5,1,4,2,?,69,54,0
8415,0.5508393891,?,1,56.8775388008,0,2,5,3,3,3,0,22,69,0
8416,0.810399766,0.3329670899,1,63.8008067858,3,2,5,3,1,3,0,91,61,0
8417,0.420774147,0.6062373128,0,70.9183765759,2,2,4,4,3,3,0,82,42,1
8418,0.5417723785,0.4719247812,1,68.3201869211,3,3,1,1,4,4,0,21,43,1
8419,0.4702549204,0.4321990299,1,68.7538363157,1,1,4,1,3,2,1,43,58,1
8420,0.4758364072,0.7335055685,0,64.5408834017,1,1,5,3,2,2,?,7,32,1
8421,0.6594085803,0.6867109095,1,53.7720007409,3,1,5,5,1,1,1,43,?,1
8422,0.4114508518,0.7222052603,0,65.4071979381,3,1,4,4,3,3,?,18,36,1
8423,0.5550152577,0.525720301,0,70.5895980477,3,1,3,3,2,3,0,30,60,1
8424,0.7092967695,0.4426489721,1,51.4569544396,1,?,3,3,1,2,0,41,43,0
8425,0.5159272676,0.6945934,1,63.0167407783,2,2,1,3,1,3,0,9,58,1
8426,0.3310826377,0.4309126919,0,65.8233938454,2,2,1,5,2,2,1,33,49,1
8427,0.2990699458,0.5327163951,1,70.1717419705,3,1,1,1,3,3,0,53,36,1
8428,0.7441928036,0.3160090946,-1,70.3650036488,2,1,1,4,4,3,1,67,54,1
8429,0.7240506206,0.3050277477,1,47.5879903029,3,1,4,2,?,3,?,48,46,0
8430,0.7369540257,0.4100818312,?,64.9355324061,1,1,1,5,2,?,0,32,56,1
8431,0.3211524934,0.230623984,0,?,2,3,3,1,2,1,1,60,36,0
8432,0.2362939033,0.9302030183,0,65.0451780385,3,3,3,5,2,3,0,42,47,1
8433,0.4674134093,0.4867330544,?,56.7351745705,3,2,2,2,3,3,1,75,50,1
8434,0.363705461,0.4437941212,?,87.3681573006,-1,2,4,2,1,1,1,76,?,0
8435,0.5513973674,0.565838315,1,?,2,1,3,4,2,3,0,64,66,1
8436,0.3523892959,0.4740829099,-1,51.2837545952,0,1,4,3,2,2,1,37,42,0
8437,0.4983829319,0.8540976303,-1,66.4449850906,0,1,4,4,3,3,1,70,7,1
8438,0.2211483988,0.52123715,1,69.088872608,1,1,5,2,0,2,?,11,72,1
8439,0.5538316867,0.6451996879,0,52.4057486756,1,?,2,4,0,2,0,32,60,0
8440,0.4345207944,0.416887988,0,72.7169815795,2,2,4,1,3,2,1,40,77,1
8441,0.6922082521,0.7311287677,0,70.0194285815,2,1,5,5,2,?,1,37,61,1
8442,0.3349133094,0.2480128759,-1,80.2341128292,1,2,5,4,1,2,1,90,89,0
8443,0.4930170504,0.7094873875,1,64.8283715589,2,1,1,4,?,3,1,32,41,1
8444,0.4599075499,0.6725029494,0,71.5331746644,2,1,4,4,3,2,1,23,94,1
8445,0.6265970286,0.5679654507,?,52.3153910156,2,2,2,3,5,1,1,26,38,1
8446,0.4838440817,0.3256124335,0,59.2852396255,1,3,5,?,1,3,1,?,?,0
8447,0.4530660809,0.0216429896,1,67.9045486687,1,1,4,1,?,3,0,31,33,0
8448,0.5330292626,0.17145011,-1,58.5363985272,1,2,5,4,1,1,0,44,42,0
8449,0.9003741541,0.4914858924,-1,62.9882916138,2,1,3,?,3,2,1,85,88,1
8450,0.6562888932,0.7425072676,-1,46.0436700173,1,?,3,2,3,1,1,15,27,0
8451,0.2553962498,0.6415877138,-1,72.0254772075,1,3,3,5,3,4,0,37,32,0
8452,0.6388622089,0.7398594313,0,69.8784065742,1,3,1,5,?,?,0,40,97,0
8453,0.8281739279,0.0832784031,1,62.7867313909,1,2,2,3,2,3,1,27,80,0
8454,0.1458087839,0.4169866321,1,64.8619900984,3,2,3,3,2,4,1,39,43,1
8455,?,0.5263742853,1,64.675690676,3,4,5,4,2,2,1,55,63,0
8456,0.1889270783,0.4508020544,1,67.6717518218,3,2,4,2,2,4,0,83,62,1
8457,0.6709503495,0.7612849761,1,66.2669962795,1,1,1,?,2,3,1,56,49,1
8458,0.1694126051,0.423304803,-1,66.31353681,1,?,4,2,3,4,1,29,81,1
8459,0.8268346955,0.4932387592,-1,60.6499510111,2,3,?,?,0,4,?,39,70,0
8460,?,0.4563541368,-1,62.9760509742,1,3,?,2,0,3,1,45,68,0
8461,0.3337837089,0.6178169592,-1,68.4455558811,0,1,2,2,2,4,1,57,40,0
8462,0.7340426445,0.1975365989,1,62.0161840014,0,1,5,3,2,3,0,29,42,0
8463,0.2484367931,0.409498769,0,66.6401755459,1,2,5,2,3,3,1,76,30,1
8464,0.2708455663,0.1957660783,?,63.9436219138,1,0,3,?,1,3,0,46,59,?
8465,0.465463962,0.4322893988,1,67.9079393677,1,1,5,5,1,2,0,53,17,1
8466,1.0135168207,?,1,67.3928534795,2,-1,1,1,2,4,0,29,63,0
8467,0.4969826779,0.479618932,1,56.2596597003,2,1,1,4,3,4,1,47,58,1
8468,0.879187092,0.4590024344,?,54.5612198192,3,1,1,4,2,3,1,81,28,1
8469,0.5346765218,0.4087608489,1,54.2532621209,3,2,5,3,2,?,1,43,18,1
8470,0.6197198032,0.3151079941,0,56.8197968113,0,1,1,3,4,1,1,31,37,0
8471,0.4196283883,0.7791060778,-1,65.5236101773,0,1,4,5,3,2,1,27,42,0
8472,0.3197453663,?,0,56.4854345858,1,3,4,4,3,3,1,12,80,0
8473,0.3488243589,0.0022906497,1,66.7699347508,1,2,2,5,1,3,0,54,63,0
8474,0.1566824902,0.5955758222,0,52.0550785611,2,?,3,4,?,3,0,21,71,0
8475,0.4740830588,0.282595608,0,62.0514607878,1,3,?,5,2,1,1,35,44,0
8476,0.6104687342,0.5085939141,?,?,2,0,1,5,1,1,0,57,22,1
8477,0.7441638176,0.7091750281,1,71.0995253276,1,2,2,2,3,2,0,50,31,0
8478,0.5909157675,0.3233551029,1,64.1100185994,1,1,1,5,1,2,1,58,42,1
8479,0.384207079,0.2032551153,1,80.6541502797,3,2,3,1,2,1,0,81,24,1
8480,0.5231890446,0.4066473052,0,56.506653413,1,-1,4,1,3,3,1,71,44,1
8481,0.2281756958,0.6609492082,-1,53.8861909246,2,0,4,3,2,2,1,84,48,1
8482,0.5095472275,0.4983723163,-1,72.0335461407,3,1,1,1,2,4,0,87,29,1
8483,0.3362219559,0.5151765968,0,61.9763731334,2,2,1,1,3,4,?,41,57,1
8484,0.8675679389,0.7260863287,-1,39.1920370643,0,0,1,3,2,3,1,65,29,1
8485,0.3220431061,0.5217774525,0,73.2389062801,1,2,4,3,1,3,0,38,40,0
8486,0.372359564,0.3856863624,0,69.9245922183,0,0,1,5,2,2,1,40,55,1
8487,0.7906965787,0.5471615149,0,73.7570771511,1,1,5,?,3,2,1,66,61,1
8488,0.5946061776,0.6510065889,0,62.7473787553,1,2,5,2,1,?,0,52,25,0
8489,0.4678530954,0.7375548528,1,73.5659634163,3,3,2,5,1,3,0,62,?,1
8490,0.6600139261,?,-1,64.34775509,2,-1,3,1,3,3,0,63,65,0
8491,0.6724763478,0.8019943365,-1,73.2136908577,2,2,3,3,2,1,1,27,79,1
8492,0.4923594713,0.4409233938,1,53.4696701022,2,2,3,5,2,3,1,60,64,1
8493,0.5860996294,0.5326160845,0,55.8737729492,3,1,2,4,2,2,1,26,102,?
8494,0.2874605739,0.2901851487,-1,67.4811423659,1,1,2,4,4,3,1,?,81,1
8495,0.8692938429,0.6030302435,?,72.5178350951,1,2,5,4,6,2,0,15,33,0
8496,0.1805743965,0.2897029106,1,72.1602862383,2,1,3,2,3,3,1,59,98,1
8497,0.6226910009,0.5976641761,-1,63.3953064067,1,1,3,1,3,4,0,41,58,1
8498,0.5089960069,0.4716660386,1,63.3788843701,2,0,?,5,3,1,0,39,10,1
8499,0.4299260958,0.1359375281,0,63.823260505,1,2,2,2,3,4,1,71,25,0
8500,0.6002658906,0.291863475,?,57.3122309053,1,2,3,4,3,3,1,?,67,0
8501,0.4639625945,?,?,51.0183907262,2,1,2,4,1,2,0,42,19,1
8502,0.224873062,0.1941643615,1,66.1106480817,1,1,4,1,?,2,?,65,70,1
8503,0.5658694593,?,0,70.1138923505,0,1,3,4,2,4,1,53,17,1
8504,0.7265529581,0.4894588196,0,60.0626396309,1,2,1,1,4,3,1,65,?,1
8505,0.310540989,0.3761554609,0,57.7527716273,2,0,1,1,2,2,0,44,33,1
8506,?,0.6290574067,1,69.7299634448,3,1,5,1,2,5,0,22,60,1
8507,0.3288345747,0.4862284173,-1,56.0926812795,3,2,3,2,4,?,0,48,62,1
8508,0.114435602,0.5433795517,1,63.9259723556,2,2,4,2,3,3,1,60,24,?
8509,0.4065102774,0.2519512931,0,54.0397884683,0,0,5,2,2,3,1,47,36,1
8510,0.7158460653,0.7487857464,-1,65.4568170829,2,1,2,5,3,2,1,49,13,1
8511,0.5301595827,0.5734277884,-1,61.9684226564,2,1,?,4,3,4,0,67,40,1
8512,0.7991687744,0.6796602744,0,60.989209275,-2,3,2,3,2,4,0,27,41,0
8513,0.5754488237,0.3183307688,1,67.0043213713,1,0,3,2,3,?,?,64,42,1
8514,0.6012886365,0.794915159,0,69.6544184635,1,1,1,4,4,1,0,16,97,1
8515,0.3682976136,0.418560842,-1,71.463568411,1,?,2,3,1,3,1,22,31,0
8516,0.9107500901,0.3964824768,0,64.720434848,-1,1,1,1,3,4,1,-15,?,1
8517,0.750060874,0.707484696,-1,58.0743615588,2,?,3,5,3,3,0,24,16,1
8518,1.0039929257,0.7914444258,1,69.11645379,1,3,2,3,3,2,0,66,46,?
8519,0.6840725735,0.3512567684,-1,50.2251056764,3,1,4,4,2,3,?,14,39,0
8520,?,0.1585778788,0,68.4519239557,1,0,5,4,?,?,1,51,56,0
8521,0.6496955632,0.5514194685,?,52.4726980621,2,3,1,3,4,2,0,42,67,0
8522,0.3244694682,0.499942013,1,?,1,1,1,1,2,5,0,64,87,1
8523,0.7173568552,0.0255110618,1,74.4516091141,0,2,3,1,2,4,0,32,45,0
8524,0.6213487197,0.6488990355,-1,56.7829835582,2,2,3,2,3,2,1,65,88,1
8525,0.6450039343,0.6381975224,0,60.189946588,2,?,2,2,4,1,1,32,50,1
8526,0.4533559052,0.3921229717,1,58.1998718673,1,2,?,4,3,3,0,29,66,0
8527,0.4312482804,0.5867743704,-1,73.9024291873,3,2,1,3,3,4,?,37,42,1
8528,0.6028352725,0.7793090538,-1,74.4708001887,3,2,5,2,?,3,1,45,45,1
8529,?,0.5846516641,1,68.7792404949,1,1,4,1,2,2,1,44,50,1
8530,0.4696462378,0.2841136103,0,71.0579475294,2,2,2,3,3,2,0,36,40,1
8531,0.535305594,0.3155777514,-1,67.1681458523,1,2,1,2,2,3,1,68,50,0
8532,0.5181979716,0.6040536192,-1,74.4450484365,2,2,4,2,4,1,1,44,?,1
8533,0.4195564906,0.3377662593,-1,70.6247492157,2,1,?,2,2,?,0,38,49,1
8534,0.0843058284,0.7062845238,0,75.6510129623,3,?,5,5,5,5,0,64,39,0
8535,?,0.5342202117,0,65.1741579399,2,2,2,3,3,2,0,57,25,1
8536,0.7573357376,0.3132019628,-1,60.77079992,2,1,2,2,3,2,0,50,52,0
8537,0.5881759478,0.4795894655,-1,63.3900141845,2,1,4,4,4,2,0,37,104,1
8538,0.3315394226,0.3532614691,0,64.7167729567,1,3,1,1,3,4,1,63,44,0
8539,0.8712388719,0.54760385,0,71.3971549979,2,2,1,2,2,2,1,48,59,1
8540,0.4008679696,0.5027091712,0,76.2270789427,0,1,2,4,4,3,1,37,76,?
8541,0.3056619911,0.4938478514,0,69.2782099259,2,2,3,4,4,3,0,92,85,1
8542,0.5604537296,?,1,75.813076002,5,2,4,2,4,2,0,53,44,1
8543,0.606520606,0.0337235473,-1,56.521833687,1,1,1,5,1,3,1,48,48,0
8544,0.5409085225,0.5244027785,-1,58.8203197922,?,1,2,4,2,2,0,56,21,1
8545,0.8031730886,0.7066416893,-1,56.7407791667,0,2,1,?,4,2,1,64,40,1
8546,0.2283124233,0.5007434915,-1,67.5856364088,1,0,?,4,2,3,1,?,42,1
8547,0.2841714723,0.337094126,1,?,2,1,2,5,2,3,1,18,18,1
8548,0.2273403245,0.4588084512,1,62.4772468586,?,-1,3,5,5,3,0,?,58,1
8549,0.4461320773,0.5407947486,1,75.8713387664,0,3,2,1,2,2,0,74,53,0
8550,0.4274788629,0.594086112,?,65.100776662,0,2,1,2,2,2,?,65,53,0
8551,0.6207915357,0.4614181009,-1,63.8009608289,1,1,2,2,2,2,0,52,58,1
8552,0.4690649914,0.6984417702,1,62.5558886119,0,1,5,5,2,3,1,36,41,0
8553,0.267221991,0.6633154754,0,53.3273025454,1,2,5,2,2,4,0,19,51,0
8554,0.1653231849,0.6281172546,0,63.8804841582,1,1,2,3,3,2,0,5,45,1
8555,0.7843696343,0.8312887316,0,65.5668821437,0,1,1,4,0,3,0,49,68,0
8556,0.5174856425,0.3373066272,0,63.1215250709,0,2,5,1,5,4,1,50,?,0
8557,0.4398686681,0.4300008134,1,?,1,3,1,4,3,3,1,45,50,0
8558,0.4928962854,0.5310518503,1,65.2565672529,3,?,3,1,2,4,1,76,28,1
8559,0.4458193252,0.7412134244,1,72.1714917724,2,1,4,4,3,4,1,42,66,1
8560,0.4129611928,?,1,71.2452879541,1,2,1,5,2,?,0,37,42,0
8561,?,?,-1,70.3075623863,2,1,5,3,3,?,1,?,44,1
8562,0.9972001724,0.4017537857,-1,81.7939051512,2,3,4,1,?,1,0,62,52,0
8563,0.4988988812,0.8464992227,1,?,0,2,4,4,2,1,1,79,48,0
8564,0.7158364453,0.7016433097,1,56.6641459506,0,1,3,1,3,?,1,37,66,0
8565,0.5610545941,?,?,59.4479810671,2,1,3,?,0,4,1,49,61,1
8566,0.3750123365,0.7643287854,0,76.0626469851,2,3,4,5,4,3,1,54,67,0
8567,0.3857089802,0.6082218316,0,61.1519688423,3,2,2,?,3,1,0,50,53,1
8568,0.3028723546,0.5876436198,1,58.5763153999,3,2,3,5,2,3,0,20,45,1
8569,0.3989410414,0.6024381699,0,72.6007022647,1,2,3,2,2,1,1,70,52,0
8570,0.5271243337,0.7228868249,0,65.1209968279,?,-1,1,?,4,2,0,42,41,?
8571,?,0.7512488029,1,65.5843158713,1,2,3,3,2,?,0,58,44,0
8572,0.1493427457,0.2754379451,-1,55.6829641056,3,1,2,5,2,?,0,15,86,1
8573,0.653016605,0.6034832093,1,63.7671021138,0,1,1,5,3,0,0,54,35,0
8574,0.5333636122,0.4464578244,0,62.5924638484,0,2,3,5,2,3,1,34,81,0
8575,0.6555127461,0.5798079944,0,64.8852119844,0,3,4,4,3,1,1,63,52,0
8576,0.0972904566,0.4557945551,-1,68.007209661,1,-1,3,1,4,0,1,6,17,1
8577,0.5818230577,0.6517413213,1,64.2397555349,2,1,4,4,4,3,0,34,80,1
8578,0.4613822112,0.372405747,-1,61.5713703164,3,1,4,4,3,2,1,39,38,1
8579,0.403695423,?,1,76.7730379876,1,3,1,4,1,3,1,79,45,0
8580,0.6673593921,0.5390830411,-1,?,3,0,1,3,3,0,1,53,96,1
8581,0.6294235139,0.4933066243,0,63.3536046305,1,2,5,1,2,2,0,68,42,0
8582,0.299037217,0.7468177542,0,70.3639741445,2,1,3,3,2,2,0,29,66,1
8583,0.5334374062,0.6893591104,?,58.395244986,-1,1,1,1,2,2,1,48,34,0
8584,0.3378904994,0.2848818708,0,62.9918340514,2,1,3,2,2,?,0,7,44,1
8585,0.7327057166,0.4164748363,-1,60.7474758937,0,3,2,3,3,3,1,69,69,0
8586,0.4705513779,0.3045862273,0,77.3824346546,0,3,3,1,4,?,1,72,39,0
8587,0.8263738377,0.6732643358,-1,62.0173736063,?,0,5,5,4,2,1,24,33,1
8588,0.4710372817,?,-1,60.5433990042,0,3,3,3,2,3,1,90,10,1
8589,0.7992114968,0.6424671168,1,69.7873148677,3,1,?,3,3,4,0,12,73,1
8590,0.5023214302,0.5005255112,1,74.3114525398,2,2,5,2,4,3,1,66,48,1
8591,0.7559672426,0.9017323352,0,64.8147468853,1,1,4,1,2,2,0,?,81,1
8592,0.373063803,0.4854639286,-1,56.323917235,1,1,2,?,3,?,1,37,73,1
8593,?,0.4337466842,0,77.5918771289,1,1,5,3,1,3,1,76,37,1
8594,0.5409506481,0.246869266,-1,66.3418350873,0,1,1,2,1,1,0,6,29,0
8595,0.092105529,1.1342409417,0,59.332036969,2,2,4,5,3,3,1,53,46,1
8596,0.6701266318,0.5662057042,0,57.5019350426,3,1,2,4,2,2,0,28,31,1
8597,0.3930085274,0.4445038267,1,74.7017009012,0,2,2,2,2,2,1,18,36,0
8598,0.7489389149,0.9436977899,-1,73.5297870404,4,3,5,3,2,1,?,66,46,1
8599,0.1914887399,0.7685364764,-1,63.3837231467,2,1,2,3,2,?,0,81,92,1
8600,?,0.6371951514,0,66.6211439671,1,3,5,3,3,3,0,44,21,0
8601,0.5724214108,0.983427967,-1,61.7860407903,2,2,2,4,3,3,0,34,31,1
8602,0.8853800685,0.154737988,0,75.2661993888,2,1,1,5,2,3,0,82,22,0
8603,0.3987090311,0.1491484062,-1,69.8129637443,2,3,4,1,3,3,1,48,8,1
8604,0.2074957145,0.5371481658,1,?,?,2,5,5,3,4,0,77,?,0
